comment_id,video_id,parent_id,is_reply,author,text,likes,published_at,updated_at,reply_count
UgwJoCKSLhAjjIo4b3B4AaABAg,kn0IZelsCoM,,False,@Darazbazaarpk,Waqar is the most straight forward man i have ever seen...😂😂.,1,2024-12-04T06:03:27Z,2024-12-04T06:03:27Z,0
UgxvoHAaBL2XXJxPsep4AaABAg,kn0IZelsCoM,,False,@wksy_boy,"Waqar zaka is a genius who always tried to bring betterment to the society (specially to Pakistanis 😢) 
But nobody listned to him at that time.   
  But i dont think that   there is a man better that him regarding his skills and  confidence 😊.    Please 🙏 Pakistanis come and learn  Blockchain technology and crypto.    And achieve financial freedom as majority in Pakistan is unable to meet their basic needs  please Pakistan. Stand up 😢",2,2024-11-17T15:49:25Z,2024-11-17T15:49:25Z,0
Ugwig7d9kUl7sdhyltV4AaABAg,kn0IZelsCoM,,False,@hishamyousufzai2328,Waqar Zaka is really great guy...❤,0,2024-09-19T11:11:10Z,2024-09-19T11:11:10Z,0
UgwRJY9B5O_jk2dqETB4AaABAg,kn0IZelsCoM,,False,@lizzyfeeback,"Great analysis, thank you! I need some advice: I have a SafePal wallet with USDT, and I have the seed phrase. (air carpet target dish off jeans toilet sweet piano spoil fruit essay). How can I transfer them to Binance?",0,2024-09-18T02:12:01Z,2024-09-18T02:12:01Z,0
UgwU2sN8X_rZZagaxQZ4AaABAg,kn0IZelsCoM,,False,@Farhan.B,❤King Waqar Zaka,0,2024-07-23T15:09:22Z,2024-07-23T15:09:22Z,0
UgxRWzr_4UlU0bu3nnd4AaABAg,kn0IZelsCoM,,False,@KashifTheEntrepreneur,God bless u  Guys😍,0,2024-06-09T06:26:51Z,2024-06-09T06:26:51Z,0
UgygD4Rz0eAabqaLiqd4AaABAg,kn0IZelsCoM,,False,@Sanwal48,waqar  zaka is great men,0,2024-04-23T17:21:27Z,2024-04-23T17:21:27Z,0
Ugyh75GzQZcGnw8HXHh4AaABAg,kn0IZelsCoM,,False,@AffectionateAnt-zv8ch,Love you too Waqar bhai,0,2024-04-20T03:55:51Z,2024-04-20T03:55:51Z,0
UgxbI3jnUov3WYXGUD14AaABAg,kn0IZelsCoM,,False,@3333-c6l,Respect waqar bhai 27:30 💯% sahi baat kee hai,0,2024-04-12T11:31:17Z,2024-04-12T11:31:17Z,0
UgwTHNcCVn1pAmNeNp94AaABAg,kn0IZelsCoM,,False,@amassociates6182,❤❤❤❤❤❤,0,2024-02-18T20:56:45Z,2024-02-18T20:56:45Z,0
UgzuqdncGqwLWyzL2ld4AaABAg,kn0IZelsCoM,,False,@RashadAliBhatti,Nice,0,2024-01-28T02:58:10Z,2024-01-28T02:58:10Z,0
UgwxMG51n7YVCZLdwjh4AaABAg,kn0IZelsCoM,,False,@ShahzaibAftab-cy5tl,Yaha to account hi nai bnra trade to dur he 🤦🏽‍♂️,1,2023-12-20T07:48:54Z,2023-12-20T07:48:54Z,0
Ugx6TKXXEXCTQwMpagx4AaABAg,kn0IZelsCoM,,False,@Zaryab017,Zabrdast Waqar sir mazaa Aya aapko dekh Kay...,0,2023-11-26T03:09:08Z,2023-11-26T03:09:08Z,0
UgyAulardr7k60nYKhF4AaABAg,kn0IZelsCoM,,False,@Assu-Gamer,😅😅😅😅,0,2023-11-18T04:29:16Z,2023-11-18T04:29:16Z,0
UgxhW6UJiOCh4l-E_pJ4AaABAg,kn0IZelsCoM,,False,@amij1553,Apnai to crypto ko to fake kaha tha na,0,2023-09-16T08:56:55Z,2023-09-16T08:56:55Z,0
UgxvnG7rJOBPbfAK1PZ4AaABAg,kn0IZelsCoM,,False,@just_aiming407,Nd finally mujy crypto sy hi is bndy ka pta chla....,0,2023-08-26T16:57:07Z,2023-08-26T16:57:07Z,0
UgxnDDeU9nsiHBasKUx4AaABAg,kn0IZelsCoM,,False,@Sont394,Love you brother ❤,0,2023-07-15T11:53:33Z,2023-07-15T11:53:33Z,0
Ugzr9AvM_JHBL4wekHF4AaABAg,kn0IZelsCoM,,False,@CartoonBks-kt5sr,I love Hazrat Muhammaf ❤,0,2023-07-11T18:37:59Z,2023-07-11T18:37:59Z,0
UgwS-DATAXcM_bFxMH14AaABAg,kn0IZelsCoM,,False,@emilywatson2171,"It's always a honor to have you as a mentor , I learn a lot watching your videos and it has been so helpful to me. Can you make a new video explaining how beginners can make huge profit within a short period of time",1,2023-07-05T14:48:09Z,2023-07-05T14:48:09Z,0
UgwZck6DavRz6E4guN14AaABAg,kn0IZelsCoM,,False,@Sukkurcnc,waqar zaka kay program m add hona buht mushkil kam hai,0,2023-06-26T13:49:08Z,2023-06-26T13:49:08Z,0
UgzWbyV56M1uL1Sb2FV4AaABAg,kn0IZelsCoM,,False,@Mzromeoeditx,Kabhi Andrew tate ko bhi bulao show me..😁,0,2023-05-28T20:07:27Z,2023-05-28T20:07:27Z,1
UgzWbyV56M1uL1Sb2FV4AaABAg.9qGgEmqNt1E9r13MqTXP9v,kn0IZelsCoM,UgzWbyV56M1uL1Sb2FV4AaABAg,True,@Fundoze284,🤣🤣🤣🤣🤣🤣,0,2023-06-16T15:01:48Z,2023-06-16T15:01:48Z,0
UgyDDC1S2MKSiy4KXod4AaABAg,kn0IZelsCoM,,False,@zarafatima8038,"Azad bhai ap crypto sy yeh trading sy itna darty hn TU esa dekha jay tu koi b bussiness start kryn TU is myn b risk HOTA ha.. lazmi TU nhi KY bussiness axha chal jay aur koi loss naw ho... So, believe on yourself 💯",0,2023-05-27T22:57:57Z,2023-05-27T22:57:57Z,0
Ugx6uwP0w74Wgw0PE6V4AaABAg,kn0IZelsCoM,,False,@zameenbizpk,crypto main logo ko choona lagaya hai pakistan main ab kahan hai,0,2023-05-25T13:54:12Z,2023-05-25T13:54:12Z,0
UgwaVcmgPfWizxm5jVV4AaABAg,kn0IZelsCoM,,False,@Yab1992,how to join group,0,2023-05-22T14:40:12Z,2023-05-22T14:40:12Z,0
Ugw3Bg2Mep1CfGPPi-V4AaABAg,kn0IZelsCoM,,False,@Gaming13-c3n,Do ghadey ek sath,0,2023-05-22T12:14:28Z,2023-05-22T12:14:28Z,0
UgzfXU5Z9Py2DNYM6kp4AaABAg,kn0IZelsCoM,,False,@nadeemmalik7338,"pakistan ka andrew TATE nikla waqar b
thanks both of you :)",1,2023-05-21T13:09:07Z,2023-05-21T13:09:07Z,0
UgwUEfnAOU17_il-t3F4AaABAg,kn0IZelsCoM,,False,@taimuramankhan2623,"Script la kar betha karen, we are investing our time to learn something about crypto currency. ap idhr udhar ki maar rahy hou.",1,2023-05-16T12:39:17Z,2023-05-16T12:44:00Z,0
UgwhaV_QePAeOXLQTVZ4AaABAg,kn0IZelsCoM,,False,@shafiqbarakamadi4875,we proud of You People,0,2023-05-07T18:56:55Z,2023-05-07T18:56:55Z,0
UgyGBrmQrQqk_Y5AmAZ4AaABAg,kn0IZelsCoM,,False,@shafiqbarakamadi4875,Love Pakistan,0,2023-05-07T18:56:04Z,2023-05-07T18:56:04Z,0
Ugw5T8NhH32UUX5bGqF4AaABAg,kn0IZelsCoM,,False,@shafiqbarakamadi4875,I love You Azad baie and Waqar baie too,0,2023-05-07T18:55:31Z,2023-05-07T18:55:31Z,0
UgzbNVbsoM9LsT12f9V4AaABAg,kn0IZelsCoM,,False,@undergroundboy-bi8ps,Fake,0,2023-05-07T16:32:38Z,2023-05-07T16:32:38Z,0
UgxqstOKIzFIYoEq4oR4AaABAg,kn0IZelsCoM,,False,@archanakoley7267,Great personality Waqar zaka. What a brain you have got . One day become a role model of Crypto currency.,0,2023-05-01T10:34:48Z,2023-05-01T10:34:48Z,0
UgwOqzTALxRUsmXNV_x4AaABAg,kn0IZelsCoM,,False,@goldenboyy8075,NO,0,2023-04-29T17:10:42Z,2023-04-29T17:10:42Z,0
UgyaThCVr0iqEkrHA394AaABAg,kn0IZelsCoM,,False,@aqeelnadeem1858,G g bhai jis ki tmhare baray may thinking achi ha wo acha insan ha or jis ki thinking ap k baray may gandi ha wo bura insan ha ( so nyc of you,0,2023-04-24T00:22:14Z,2023-04-24T00:22:14Z,0
Ugy6jYmnolPHnd2MJG14AaABAg,kn0IZelsCoM,,False,@shahidvfi,You both real progressive Pakistanies  God bless you both❤❤❤,0,2023-04-23T16:03:59Z,2023-04-23T16:03:59Z,0
Ugyv3N8yqdN5JxuIDEd4AaABAg,kn0IZelsCoM,,False,@thundafundamentalist,"Crypto is haram
Hence I don't recommend it to any muslim who wishes to learn halal source of income",0,2023-04-23T15:41:59Z,2023-04-23T15:41:59Z,1
Ugyv3N8yqdN5JxuIDEd4AaABAg.9or51oMDFqR9otWyoRVrUM,kn0IZelsCoM,Ugyv3N8yqdN5JxuIDEd4AaABAg,True,@user-Rayyan123,Saboot?,0,2023-04-24T14:24:35Z,2023-04-24T14:24:35Z,0
Ugx8JrxacytoiBvHTIx4AaABAg,kn0IZelsCoM,,False,@HaseebaMaryam-ei8hj,ye waqar bhai to 500USD mangta hy fee individual yahan py 10 dollar keh ehy hain,0,2023-04-16T07:58:31Z,2023-04-16T07:58:31Z,1
Ugx8JrxacytoiBvHTIx4AaABAg.9oZER94e2EM9pT80ChJsEq,kn0IZelsCoM,Ugx8JrxacytoiBvHTIx4AaABAg,True,@FaizanKhan-qq4vm,10 dollars 💵 hi hw,0,2023-05-08T19:38:21Z,2023-05-08T19:38:21Z,0
Ugz-cJGfTH4M-ec9UXR4AaABAg,kn0IZelsCoM,,False,@ziarehman156,You both are genius and doing a great job 🎉🎉🎉🎉,0,2023-04-14T08:43:30Z,2023-04-14T08:43:30Z,0
Ugy-Ca0400vXGMGy34B4AaABAg,kn0IZelsCoM,,False,@saminatahir9667,Azad bhai ap apny institute MN plz needy person ko free admition dy dn,0,2023-04-13T19:39:37Z,2023-04-13T19:39:37Z,0
Ugz6sJ7vAHs2km_-rUt4AaABAg,kn0IZelsCoM,,False,@atharbhatti5265,2no farig hain...khd kama k dusron ko giyaan de rahay hain...,0,2023-04-13T17:08:03Z,2023-04-13T17:08:03Z,0
UgwZ2IVDW04TPtI2R_h4AaABAg,kn0IZelsCoM,,False,@AsgharALI12126,Both are uslesss logo ko bata future trade per kitna commission khata hai 🤣🤣🤣🤣🤣 or Azad sahab Kon sa 12 saal awam ko phudddu benan band kero,1,2023-04-13T07:01:35Z,2023-04-13T07:01:35Z,0
UgyKsYh3LUCobTH4j894AaABAg,kn0IZelsCoM,,False,@Inamullah-nk4li,assalam o alaikum,0,2023-04-12T11:23:45Z,2023-04-12T11:23:45Z,0
UgwwR6ZhS-RcuFrgqjh4AaABAg,kn0IZelsCoM,,False,@kingkone1835,Azad chaiwala ap to Kathy hain k forum applications lot rahi hai scam hai octa fx bhi scam hai iq options bhi scam hai about q waqar zaka se crypto ki tareefy or waqar zaka ki tareefy kr rahy ho...ab achi hai training kya ? Afsos Azad chaiwala,0,2023-04-11T04:30:25Z,2023-04-11T04:30:25Z,1
UgwwR6ZhS-RcuFrgqjh4AaABAg.9oLzd_SdTmw9oe2ppdpRoL,kn0IZelsCoM,UgwwR6ZhS-RcuFrgqjh4AaABAg,True,@kingkone1835,"@Jeb Mughal OctaFX ye main nhi kehta azad, chaey wala bolta h majn yo usko bol raha hn k apto octafx ko galt kehty ho ha, na video bnai hui h deakh lo",0,2023-04-18T14:12:36Z,2023-04-18T14:12:36Z,0
Ugxt6DvFYoT_PkXyjy94AaABAg,kn0IZelsCoM,,False,@faisalsheikh1558,WaQar I love you brother,0,2023-04-09T00:14:43Z,2023-04-09T00:14:43Z,0
UgzLoNHrjxtTvq0YNOd4AaABAg,kn0IZelsCoM,,False,@faisalsheikh1558,You are great person seriously,0,2023-04-09T00:06:49Z,2023-04-09T00:06:49Z,0
UgwHXiGNsYC7kFU-qGV4AaABAg,kn0IZelsCoM,,False,@MohsinCinematographer,we need waqar zaka as a prime minister,0,2023-04-05T18:50:57Z,2023-04-05T18:50:57Z,0
UgxWoyspnHCT456KM_x4AaABAg,kn0IZelsCoM,,False,@nadeemjani2148,I like Waqar zaka on his crypto analysis,1,2023-03-31T00:30:31Z,2023-03-31T00:30:31Z,0
Ugw67GLI3JOMBAlmUDx4AaABAg,kn0IZelsCoM,,False,@grozadada8693,Waqar don ❤,0,2023-03-30T17:05:25Z,2023-03-30T17:05:25Z,0
UgyBwuT44xSNuGeqcUF4AaABAg,kn0IZelsCoM,,False,@fizashah9785,Crypto hai kia waqar bhi bta den,0,2023-03-25T17:08:34Z,2023-03-25T17:08:34Z,0
Ugwzad5BkOyM_ri0W3R4AaABAg,kn0IZelsCoM,,False,@shaheerbutt_,in crypto futures trade is totally haram in islam,1,2023-03-21T20:11:09Z,2023-03-21T20:11:09Z,2
Ugwzad5BkOyM_ri0W3R4AaABAg.9nXabPUz4Xe9oA_gUzwbOp,kn0IZelsCoM,Ugwzad5BkOyM_ri0W3R4AaABAg,True,@zohaib5636,Kese haram hai bhai tu proof krke bta de muje bas,0,2023-04-06T18:11:58Z,2023-04-06T18:11:58Z,0
Ugwzad5BkOyM_ri0W3R4AaABAg.9nXabPUz4Xe9oAltHgkPAh,kn0IZelsCoM,Ugwzad5BkOyM_ri0W3R4AaABAg,True,@shaheerbutt_,"@@zohaib5636 interest islam mai haram hai so future, day, margin trading haram hai google kr lo ya ksi alim se pooch lo",1,2023-04-06T19:58:34Z,2023-04-06T19:58:34Z,0
UgxhFGcvBAc3FJN6Vpl4AaABAg,kn0IZelsCoM,,False,@mstrworld1405,mujhey bitcoin mien invest kerney ka masla nhi hai but the thing is kya ye halal bhi hai? kyunke mienay kai scholars Mufti Tariq Masood aur Sahil Adeem etc se suna hai kai is barey mien kuch nhi kaha ja sakta baki scholars haram bhi kehtay hain,1,2023-03-18T18:50:02Z,2023-03-18T18:50:02Z,0
UgwU9WHMnyVi_qv2Edp4AaABAg,kn0IZelsCoM,,False,@chandgulzar3144,God bless you sir,0,2023-03-06T12:14:36Z,2023-03-06T12:14:36Z,0
UgyKEmSm3lhQZUFECn14AaABAg,kn0IZelsCoM,,False,@LetsCricketWithWaqas,Great show. Learned alot,0,2023-03-05T20:20:20Z,2023-03-05T20:20:20Z,0
Ugyuxy22JpLqSyNT4Zx4AaABAg,kn0IZelsCoM,,False,@skyblue1769,Great man,0,2023-03-02T11:08:45Z,2023-03-02T11:08:45Z,0
Ugw3SxHerlT6RY1Dkxl4AaABAg,kn0IZelsCoM,,False,@AbdulBasit-pf8mx,waqar sir ka school bitcoin..,0,2023-02-27T08:37:11Z,2023-02-27T08:37:11Z,0
UgxwUWNCZeMhH3LgHFh4AaABAg,kn0IZelsCoM,,False,@AbdulBasit-pf8mx,location plz,0,2023-02-27T08:36:41Z,2023-02-27T08:36:41Z,0
UgxTEN3KU_N9HKK1KlF4AaABAg,kn0IZelsCoM,,False,@AbdulBasit-pf8mx,azad sir bitcoin ka school kdr hain sir ka....,0,2023-02-27T08:36:32Z,2023-02-27T08:36:32Z,0
Ugz4QzonHySYeH-8bLd4AaABAg,kn0IZelsCoM,,False,@aahmudabbaas,bgm is so annoying sometimes honestly,1,2023-02-25T07:03:00Z,2023-02-25T07:03:00Z,0
UgzY2vDAHcjH6Au16oR4AaABAg,kn0IZelsCoM,,False,@ghazalasaeed8218,زبردست یہ پروگرام میں ویڈیو اتنا مجھے ٹھیک لگائے اس میں کچھ سوچ ہے لوگوں کے لئے,0,2023-02-21T10:51:40Z,2023-02-21T10:51:40Z,0
Ugx2g1TR-88vs3IVjHF4AaABAg,kn0IZelsCoM,,False,@learnandgrow2003,Good lecture 🔥🔥💯💖❤️😍😍,0,2023-02-16T06:53:01Z,2023-02-16T06:53:01Z,0
UgxNDTOFI_mA10XZSPx4AaABAg,kn0IZelsCoM,,False,@topakmaarclick73,Nice,0,2023-02-13T02:29:14Z,2023-02-13T02:29:14Z,0
UgzwBVKaqhzxFzytuBh4AaABAg,kn0IZelsCoM,,False,@Maryam-malik.,Sooo good conversation inspiration motivational speaker about the bright future,1,2023-01-24T08:06:19Z,2023-01-24T08:06:19Z,0
Ugz2Y2odVcxEor7DYg14AaABAg,kn0IZelsCoM,,False,@mianfahad6880,I really appreciate it... you both guys doing well,0,2023-01-22T14:59:53Z,2023-01-22T14:59:53Z,0
UgwFS6FmH-bgJgHvxgt4AaABAg,kn0IZelsCoM,,False,@healthyfoodbenefit,Sir is laal shirt wale sir ka contact number to dy do,1,2022-12-25T12:54:51Z,2022-12-25T12:54:51Z,0
UgxovwdvJi4dJA4O4D94AaABAg,kn0IZelsCoM,,False,@heheh1550,Waqar zaka is a sincere man. Who doesn't make mistakes? Bas farq itna hai key his mistakes are displayed in front of the world Aur hamari chupi hui hain. Lekin jab aik banda sincere hojata hai toh hum kon hotey hain uska past judge karney waley,2,2022-12-25T00:22:48Z,2022-12-25T00:22:48Z,0
UgxX0X5bFJ7oMrGtHFN4AaABAg,kn0IZelsCoM,,False,@heheh1550,Baat kuch is tarah hai key Jo banda bhi mulk ki bhalai key liye kam karta ha ya awam usko nahi chorti. Is ghurbat key zimadar hum khud hain.,0,2022-12-25T00:15:49Z,2022-12-25T00:15:49Z,0
Ugyjyqw-Wzgxx04eC-t4AaABAg,kn0IZelsCoM,,False,@zohaibiqbal6420,Millo yar waqar Bhai Kaha. Hu app ajOo wapsi plz,0,2022-12-15T21:25:25Z,2022-12-15T21:25:25Z,0
UgxBu8t8WRWuUq2993N4AaABAg,kn0IZelsCoM,,False,@bemotivated2133,So cryptocurrency trading Halal??,0,2022-12-13T10:35:47Z,2022-12-13T10:35:47Z,0
UgwNWUoCAR3HDYcwt9t4AaABAg,kn0IZelsCoM,,False,@Umerkhan88777,HE'S A REAL HERO WAQAR ZAKA❤❤,0,2022-12-08T19:08:08Z,2022-12-08T19:08:08Z,0
UgzKden_G8JWOtHqGap4AaABAg,kn0IZelsCoM,,False,@ownaim2155,greatness from both of you... good intentions for pakistan,0,2022-12-06T07:41:06Z,2022-12-06T07:41:06Z,0
UgworcyYWDncG9WX5dt4AaABAg,kn0IZelsCoM,,False,@77FNF777,I want to learn about bitcoin,0,2022-12-05T11:59:59Z,2022-12-05T11:59:59Z,0
UgyRiDvqipo7Uv1Y7e94AaABAg,kn0IZelsCoM,,False,@muwasserahmed4599,Waqar zaka I'll support you in politics khare ho elections per,0,2022-11-27T17:54:24Z,2022-11-27T17:54:24Z,0
Ugwk-AwftLoD0EN6f3h4AaABAg,kn0IZelsCoM,,False,@kachrachi,This did NOT age well. All that glitters is not Gold.,0,2022-11-13T16:18:35Z,2022-11-13T16:18:35Z,0
Ugyo6LL37r06xvmezh54AaABAg,kn0IZelsCoM,,False,@aishascollection9381,"Assalam o alaikum Sir Forsage bhe Block Chain he na,,,",0,2022-11-11T06:20:25Z,2022-11-11T06:20:25Z,0
Ugz6ds8pWitSZWvaBsF4AaABAg,kn0IZelsCoM,,False,@PKPLAYZ01,,0,2022-10-28T08:22:16Z,2022-10-28T08:22:16Z,0
UgyFWopJYPHeTQSWpWl4AaABAg,kn0IZelsCoM,,False,@theloremasterzlibrary,[Bitcoin is] the biggest opportunity set we can think of over the next decade,0,2022-10-24T05:25:12Z,2022-10-24T05:25:12Z,0
Ugx_jtAIfhjVoaoV_hh4AaABAg,kn0IZelsCoM,,False,@abdullahyto,"Waqar bhai is underrated, literally a king",0,2022-10-18T14:26:02Z,2022-10-18T14:26:02Z,0
UgyPtjKHJcfyYD_NqAh4AaABAg,kn0IZelsCoM,,False,@NidaMoizTheHijabiArtist,Is it halal to work with crypto in islam?,0,2022-10-06T10:38:54Z,2022-10-06T10:38:54Z,0
UgyVqjTiiNR8zL50cBl4AaABAg,kn0IZelsCoM,,False,@AbdulMajeed-pr6uw,"How can I join Sir,I am an engineer doing private service but unable to run my home matters.Hopping u will guide me properly.",0,2022-09-17T12:48:28Z,2022-09-17T12:48:28Z,0
Ugz6qumPiw1-sODWCpd4AaABAg,kn0IZelsCoM,,False,@1minwithLeo,music name at END,0,2022-09-06T11:50:01Z,2022-09-06T11:50:01Z,0
UgxLnSTdrbc_1d_Y2V54AaABAg,kn0IZelsCoM,,False,@1minwithLeo,keep it up we are with you,0,2022-09-06T11:43:59Z,2022-09-06T11:43:59Z,0
Ugz2_6ANkQxULnNl3k94AaABAg,kn0IZelsCoM,,False,@irfanmasih7481,azaad bhai aap promote kar rahey ho to definetly we invest in crypto,0,2022-09-03T13:29:56Z,2022-09-03T13:29:56Z,0
UgxsLcAA8t0weSWcXrB4AaABAg,kn0IZelsCoM,,False,@thedesicoder6391,Abb sab ko aram hai after crypto crash ?,0,2022-09-03T03:43:38Z,2022-09-03T03:43:38Z,1
UgxsLcAA8t0weSWcXrB4AaABAg.9fVQPRo10S89gamo5fZB6-,kn0IZelsCoM,UgxsLcAA8t0weSWcXrB4AaABAg,True,@alimurtaza8429,Lol dubara uth rha he,0,2022-09-30T11:34:57Z,2022-09-30T11:34:57Z,0
UgzigBYu3emN8yXjyfh4AaABAg,kn0IZelsCoM,,False,@ShehrozeBahadar,Warren buffet ky maar d good one😂,0,2022-08-29T14:10:04Z,2022-08-29T14:10:04Z,0
UgzEGdP6g--eFCrn8sl4AaABAg,kn0IZelsCoM,,False,@FizaKhan-kp7yd,Can someone having no IT knowledge can understand Crypto,0,2022-08-28T20:31:34Z,2022-08-28T20:31:34Z,0
Ugy52glW69mIoqfM6lN4AaABAg,kn0IZelsCoM,,False,@jesuswilljudgeyouoneday190,"Its haram , isn't it?",0,2022-08-25T12:05:51Z,2022-08-25T12:05:51Z,0
UgxnZC2idsBLZryVlcx4AaABAg,kn0IZelsCoM,,False,@hassanbilal3655,Mai crypto sekna chaita hu waqar sb sy in sy kasy contact kr skty hn plz infom me ????,0,2022-08-20T12:02:52Z,2022-08-20T12:02:52Z,0
UgzpDFEpjA02zuEYK994AaABAg,kn0IZelsCoM,,False,@miranbakhshgujjar4310,سر سیکھیں کیسے پلیز  اور ھاں بہت اچھی باتیں,1,2022-08-19T11:45:05Z,2022-08-19T11:45:05Z,0
UgwLQaOSAWnceBYudK94AaABAg,kn0IZelsCoM,,False,@Neuroclips10,Waqar zaka ka group kha se join kare,0,2022-08-18T23:11:51Z,2022-08-18T23:11:51Z,0
UgzAOJ16hvZ1pWK2XAx4AaABAg,kn0IZelsCoM,,False,@sadaftayab6548,Bhai kindly is cheez ko simple words mai jain k hai kya cheez crypto plz,0,2022-08-17T04:17:50Z,2022-08-17T04:17:50Z,0
UgzeLWKSKOH8UG55ZXJ4AaABAg,kn0IZelsCoM,,False,@sadaftayab6548,Waqar bhai mashallah looking very nice bhai am widow plz help mai seekhna chahti hun,0,2022-08-17T04:15:03Z,2022-08-17T04:15:03Z,0
Ugzrgt4XipAjxTvglYV4AaABAg,kn0IZelsCoM,,False,@relaxingnature2903,Kuch bhi samaj ma nahi aya,0,2022-08-17T03:58:26Z,2022-08-17T03:58:26Z,1
Ugzrgt4XipAjxTvglYV4AaABAg.9eof_yND2Zd9pVgnH0O4pK,kn0IZelsCoM,Ugzrgt4XipAjxTvglYV4AaABAg,True,@UmerGaming705,Pogo dekho phr,0,2023-05-09T19:29:30Z,2023-05-09T19:29:30Z,0
UgyKp0wM9QpWTpITp554AaABAg,kn0IZelsCoM,,False,@RAHILASHAIKH35,Whts his educational background relating too this field . he is jus media person,0,2022-08-15T18:56:20Z,2022-08-15T18:56:44Z,0
